Gene	Module	kME
DDTL	P1_I6_M1	0.98
DDT	P1_I6_M6	0.84
OSM	P1_I6_M13	0.97
SF3A1	P1_I6_M4	0.85
SEC14L3	P1_I6_M1	0.99
UPB1	P1_I6_M6	0.97
YPEL1	P1_I6_M2	0.89
PES1	P1_I6_M4	0.91
SLC35E4	P1_I6_M1	0.9
CRYBB3	P1_I6_M1	0.99
CYTH4	P1_I6_M5	0.92
DGCR14	P1_I6_M1	1.0
MFNG	P1_I6_M5	0.94
LRP5L	P1_I6_M1	0.92
PLA2G3	P1_I6_M1	0.93
GGA1	P1_I6_M2	0.91
SEZ6L	P1_I6_M3	0.98
SRRD	P1_I6_M1	0.84
GGTLC2	P1_I6_M1	0.99
CRYBB1	P1_I6_M1	0.93
CCDC134	P1_I6_M1	0.84
DEPDC5	P1_I6_M1	0.88
PICK1	P1_I6_M7	0.8
SLC16A8	P1_I6_M1	0.98
3-Sep	P1_I6_M3	0.98
SLC5A1	P1_I6_M9	0.92
CYP2D6	P1_I6_M1	0.87
DMC1	P1_I6_M1	0.86
TCF20	P1_I6_M1	1.0
HSCB	P1_I6_M1	0.81
C22orf31	P1_I6_M1	0.94
MIOX	P1_I6_M12	0.97
RHBDD3	P1_I6_M1	0.95
CHKB	P1_I6_M1	0.86
APOBEC3H	P1_I6_M1	0.97
ACR	P1_I6_M2	0.98
CABP7	P1_I6_M1	0.99
RPL3	P1_I6_M14	0.95
SYNGR1	P1_I6_M3	0.82
PNPLA5	P1_I6_M1	0.99
CACNA1I	P1_I6_M1	0.99
SAMM50	P1_I6_M7	0.91
PVALB	P1_I6_M7	0.95
CSF2RB	P1_I6_M5	0.82
IL2RB	P1_I6_M5	0.81
L3MBTL2	P1_I6_M4	0.85
TRMU	P1_I6_M1	0.86
BRD1	P1_I6_M2	0.94
ZBED4	P1_I6_M1	0.95
MLC1	P1_I6_M3	0.98
HDAC10	P1_I6_M1	0.91
KCNK10	P1_I6_M1	0.96
CTSG	P1_I6_M13	0.96
GZMB	P1_I6_M5	0.92
RBM23	P1_I6_M4	0.89
PRMT5	P1_I6_M4	0.88
POLE2	P1_I6_M1	0.91
VCPKMT	P1_I6_M1	0.98
SOS2	P1_I6_M7	0.87
NIN	P1_I6_M5	0.9
TRIM9	P1_I6_M3	0.98
DDHD1	P1_I6_M2	0.89
CDKN3	P1_I6_M2	0.94
PIGH	P1_I6_M7	0.89
LRRC74A	P1_I6_M1	0.99
GSTZ1	P1_I6_M6	0.87
ALKBH1	P1_I6_M1	0.97
CHGA	P1_I6_M7	0.94
ASB2	P1_I6_M8	0.93
CEP128	P1_I6_M1	0.96
SLC10A1	P1_I6_M6	1.0
SERPINA4	P1_I6_M6	0.94
SLC8A3	P1_I6_M1	0.88
DICER1	P1_I6_M4	0.9
MTHFD1	P1_I6_M6	0.93
ZC3H14	P1_I6_M2	0.91
TELO2	P1_I6_M1	0.82
RPS6KA5	P1_I6_M1	0.85
YY1	P1_I6_M4	0.86
ACIN1	P1_I6_M4	0.9
CPNE6	P1_I6_M3	0.92
MMP9	P1_I6_M13	0.9
VSX1	P1_I6_M1	0.99
TRPC4AP	P1_I6_M4	0.84
GINS1	P1_I6_M1	0.91
R3HDML	P1_I6_M1	0.99
HNF4A	P1_I6_M9	0.89
SLA2	P1_I6_M1	0.85
STK4	P1_I6_M5	0.96
SALL4	P1_I6_M1	0.97
ADNP	P1_I6_M4	0.94
PFDN4	P1_I6_M1	0.91
RAE1	P1_I6_M2	0.95
DNAJC5	P1_I6_M3	0.89
TUBB1	P1_I6_M1	0.97
HRH3	P1_I6_M1	0.95
SLCO4A1	P1_I6_M1	0.89
NTSR1	P1_I6_M1	0.99
MRGBP	P1_I6_M2	0.99
TCFL5	P1_I6_M2	0.97
DIDO1	P1_I6_M4	0.85
SLC17A9	P1_I6_M1	0.88
BIRC7	P1_I6_M1	0.95
NKAIN4	P1_I6_M3	0.98
AVP	P1_I6_M1	0.99
COL20A1	P1_I6_M1	0.9
CHRNA4	P1_I6_M1	0.86
EEF1A2	P1_I6_M8	0.95
GMEB2	P1_I6_M1	0.88
SPEF1	P1_I6_M1	0.89
NDUFAF5	P1_I6_M1	0.96
SEL1L2	P1_I6_M1	0.95
SLC52A3	P1_I6_M2	0.92
ANGPT4	P1_I6_M1	0.98
RSPO4	P1_I6_M1	0.98
PROKR2	P1_I6_M1	0.99
MYLK2	P1_I6_M8	0.98
HAO1	P1_I6_M6	1.0
PDYN	P1_I6_M3	0.97
PAK5	P1_I6_M1	0.93
KIF3B	P1_I6_M7	0.83
MROH8	P1_I6_M2	0.95
OXT	P1_I6_M1	0.99
BPI	P1_I6_M13	0.96
CST9L	P1_I6_M2	0.97
SLC32A1	P1_I6_M1	0.9
CST4	P1_I6_M19	1.0
ACTR5	P1_I6_M1	0.89
EPPIN	P1_I6_M11	0.95
DHX35	P1_I6_M1	0.84
MAP1LC3A	P1_I6_M3	0.89
TNNC2	P1_I6_M8	0.96
CELF4	P1_I6_M3	0.99
ADNP2	P1_I6_M2	0.84
SMCHD1	P1_I6_M5	0.81
MYOM1	P1_I6_M8	0.84
MYL12A	P1_I6_M16	0.91
CEP76	P1_I6_M1	0.93
ST8SIA5	P1_I6_M1	0.93
CEP192	P1_I6_M1	0.84
LAMA1	P1_I6_M1	0.96
RNF125	P1_I6_M1	0.84
H2BFM	P1_I6_M1	0.99
PSMD10	P1_I6_M4	0.86
GPR143	P1_I6_M1	0.9
POLA1	P1_I6_M1	0.92
NKAP	P1_I6_M1	0.97
RHOXF1	P1_I6_M1	0.93
NXT2	P1_I6_M2	0.92
GUCY2F	P1_I6_M1	0.99
AMMECR1	P1_I6_M1	0.91
SUV39H1	P1_I6_M1	0.89
GLRA2	P1_I6_M1	0.97
F9	P1_I6_M6	0.99
CACNA1F	P1_I6_M1	0.99
SYP	P1_I6_M3	0.97
BMX	P1_I6_M11	0.99
LUZP4	P1_I6_M1	0.92
MTMR8	P1_I6_M1	0.99
ASB9	P1_I6_M2	0.9
ZC3H12B	P1_I6_M1	0.99
PPP1R2P9	P1_I6_M2	0.98
KCND1	P1_I6_M1	0.98
OPN1LW	P1_I6_M1	0.99
SLC25A14	P1_I6_M1	0.83
SCML2	P1_I6_M1	0.88
RS1	P1_I6_M1	0.99
RAB40AL	P1_I6_M1	0.99
PHEX	P1_I6_M1	0.98
CD99L2	P1_I6_M3	0.85
GPR50	P1_I6_M1	0.99
USP11	P1_I6_M3	0.82
GABRE	P1_I6_M1	0.95
PCDH11X	P1_I6_M1	0.95
FGD1	P1_I6_M1	0.91
ITIH6	P1_I6_M1	0.99
ZDHHC15	P1_I6_M1	0.98
CENPI	P1_I6_M1	0.95
DRP2	P1_I6_M1	0.94
TAF7L	P1_I6_M2	0.99
TNFSF13B	P1_I6_M5	0.87
MLNR	P1_I6_M1	0.99
CDADC1	P1_I6_M1	0.86
FGF9	P1_I6_M1	0.91
SGCG	P1_I6_M16	0.91
SUPT20H	P1_I6_M2	0.95
DGKH	P1_I6_M1	0.94
KATNAL1	P1_I6_M2	0.8
INTS6	P1_I6_M2	0.96
ACOD1	P1_I6_M1	0.99
OLFM4	P1_I6_M9	0.93
CORO1A	P1_I6_M5	0.89
MT4	P1_I6_M1	0.92
CENPT	P1_I6_M1	0.88
TSNAXIP1	P1_I6_M2	0.92
ARL2BP	P1_I6_M4	0.82
CCL17	P1_I6_M1	0.87
CTCF	P1_I6_M4	0.83
PARD6A	P1_I6_M1	0.85
CYB5B	P1_I6_M17	0.91
PRSS54	P1_I6_M2	0.99
NDRG4	P1_I6_M3	0.88
SETD6	P1_I6_M1	0.8
SLC38A7	P1_I6_M2	0.83
TANGO6	P1_I6_M1	0.9
SMPD3	P1_I6_M9	0.96
MLYCD	P1_I6_M1	0.99
NAGPA	P1_I6_M1	0.92
SEC14L5	P1_I6_M1	0.89
COTL1	P1_I6_M5	0.89
USP10	P1_I6_M4	0.85
ZNF500	P1_I6_M1	0.98
NOMO3	P1_I6_M1	0.99
HAGHL	P1_I6_M1	0.95
FAM173A	P1_I6_M1	0.88
METRN	P1_I6_M3	0.85
RHBDL1	P1_I6_M1	0.97
ZP2	P1_I6_M1	0.99
MEFV	P1_I6_M1	0.94
EEF2K	P1_I6_M10	0.85
PRSS33	P1_I6_M1	0.97
CORO7-PAM16	P1_I6_M1	0.99
XYLT1	P1_I6_M1	0.86
CCP110	P1_I6_M2	0.92
C16orf62	P1_I6_M4	0.91
RNF40	P1_I6_M4	0.84
AQP9	P1_I6_M6	0.93
IQCH	P1_I6_M1	0.83
CORO2B	P1_I6_M3	0.89
CSK	P1_I6_M5	0.9
HERC1	P1_I6_M7	0.88
MTFMT	P1_I6_M1	0.99
IGDCC4	P1_I6_M1	0.92
FAH	P1_I6_M6	0.84
RPAP1	P1_I6_M1	0.87
ZNF106	P1_I6_M8	0.84
CEP152	P1_I6_M1	0.87
OCA2	P1_I6_M1	0.96
FAM189A1	P1_I6_M1	0.99
SCG3	P1_I6_M3	0.98
RHOV	P1_I6_M10	0.81
OIP5	P1_I6_M2	0.91
BRF2	P1_I6_M1	0.82
TRIM35	P1_I6_M1	0.87
RP1	P1_I6_M1	0.88
FZD3	P1_I6_M1	0.84
RIPK2	P1_I6_M1	0.85
EYA1	P1_I6_M7	0.93
CALB1	P1_I6_M12	0.98
POP1	P1_I6_M1	0.98
PLAT	P1_I6_M7	0.94
JPH1	P1_I6_M8	0.97
DKK4	P1_I6_M1	0.98
GDAP1	P1_I6_M3	0.97
EIF3E	P1_I6_M14	0.93
IL7	P1_I6_M1	0.86
STMN2	P1_I6_M3	0.96
GML	P1_I6_M17	0.99
PYCRL	P1_I6_M1	0.99
EEF1D	P1_I6_M14	0.89
ANXA13	P1_I6_M9	0.82
ERI1	P1_I6_M1	0.87
NEFM	P1_I6_M3	0.96
ARHGEF10	P1_I6_M1	0.86
ADAM2	P1_I6_M2	0.95
FGL1	P1_I6_M6	0.98
MAN2B1	P1_I6_M5	0.8
TULP2	P1_I6_M2	0.95
GYS1	P1_I6_M8	0.91
MAP4K1	P1_I6_M5	0.94
CGB2	P1_I6_M1	0.99
NFKBIB	P1_I6_M1	0.89
LHB	P1_I6_M1	0.97
CGB3	P1_I6_M1	0.9
TUBB4A	P1_I6_M3	0.95
SARS2	P1_I6_M1	0.96
RELB	P1_I6_M5	0.86
CLASRP	P1_I6_M1	0.89
CKM	P1_I6_M8	0.97
PPP1R13L	P1_I6_M10	0.96
PEX11G	P1_I6_M1	0.9
ERCC2	P1_I6_M1	0.84
DOT1L	P1_I6_M2	0.96
PLEKHJ1	P1_I6_M9	0.86
SLC17A7	P1_I6_M3	0.97
KLC3	P1_I6_M10	0.98
CD37	P1_I6_M5	0.93
AMH	P1_I6_M1	1.0
DKKL1	P1_I6_M2	0.96
RETN	P1_I6_M13	0.98
FCER2	P1_I6_M5	0.93
TLE6	P1_I6_M1	0.93
KIR3DX1	P1_I6_M1	0.99
LILRB1	P1_I6_M1	0.9
LILRA1	P1_I6_M1	0.99
IL27RA	P1_I6_M5	0.88
TNNT1	P1_I6_M8	0.96
VRK3	P1_I6_M2	0.92
C19orf44	P1_I6_M1	0.83
MED26	P1_I6_M2	0.95
RASAL3	P1_I6_M5	0.96
AKAP8	P1_I6_M1	0.87
EPHX3	P1_I6_M10	0.9
ZNF419	P1_I6_M1	0.81
CASP14	P1_I6_M10	0.96
SLC1A6	P1_I6_M2	0.88
AURKC	P1_I6_M2	0.99
POP4	P1_I6_M1	0.88
URI1	P1_I6_M4	0.84
RPS16	P1_I6_M14	0.94
LGALS13	P1_I6_M1	0.88
FBL	P1_I6_M14	0.92
CLC	P1_I6_M13	0.95
CNTD2	P1_I6_M1	0.99
SHD	P1_I6_M1	0.83
TBCB	P1_I6_M3	0.81
POLR2I	P1_I6_M1	0.85
OVOL3	P1_I6_M1	1.0
CLIP3	P1_I6_M3	0.93
ZFR2	P1_I6_M1	0.85
TJP3	P1_I6_M9	0.84
APLP1	P1_I6_M3	0.97
CACTIN	P1_I6_M1	0.84
BBC3	P1_I6_M1	0.97
MYH14	P1_I6_M9	0.81
SIGLEC8	P1_I6_M1	0.93
LIM2	P1_I6_M1	0.99
RPS19	P1_I6_M14	0.91
NKG7	P1_I6_M13	0.9
ICAM5	P1_I6_M1	0.84
CRX	P1_I6_M1	0.99
SULT2A1	P1_I6_M6	0.92
ATP1A3	P1_I6_M3	0.95
PTPRS	P1_I6_M3	0.83
CNFN	P1_I6_M15	0.98
ZNRF4	P1_I6_M2	0.97
GRIN2D	P1_I6_M1	0.99
SYNGR4	P1_I6_M2	0.96
CLEC11A	P1_I6_M13	0.95
CCDC114	P1_I6_M1	0.98
CARD8	P1_I6_M5	0.87
SIGLEC5	P1_I6_M1	0.89
CABP5	P1_I6_M1	0.99
HAS1	P1_I6_M1	0.91
RAB3D	P1_I6_M10	0.88
PLPPR2	P1_I6_M3	0.91
RASIP1	P1_I6_M1	0.81
FGF21	P1_I6_M1	0.96
MIER2	P1_I6_M1	0.87
CACNG7	P1_I6_M3	0.97
LENG1	P1_I6_M1	0.99
TFPT	P1_I6_M1	0.93
JAK3	P1_I6_M5	0.94
RPL18A	P1_I6_M14	0.87
KCNN1	P1_I6_M1	0.85
RAB3A	P1_I6_M3	0.98
PDE4C	P1_I6_M1	0.92
ISYNA1	P1_I6_M2	0.83
ETV2	P1_I6_M1	0.98
GAPDHS	P1_I6_M2	0.96
MAG	P1_I6_M3	0.98
TMEM59L	P1_I6_M3	0.98
HAMP	P1_I6_M6	0.99
SUGP1	P1_I6_M1	0.91
HPN	P1_I6_M6	0.85
ZNF14	P1_I6_M1	0.85
SCN1B	P1_I6_M8	0.94
PBX4	P1_I6_M1	0.99
ZNF574	P1_I6_M2	0.9
CADM4	P1_I6_M3	0.93
SMG9	P1_I6_M2	0.93
RUNDC3B	P1_I6_M1	0.94
PMPCB	P1_I6_M4	0.85
DNAJC2	P1_I6_M2	0.9
PON3	P1_I6_M6	0.98
DUS4L	P1_I6_M1	1.0
SP4	P1_I6_M1	0.83
WDR91	P1_I6_M1	0.84
DNAH11	P1_I6_M7	0.96
STEAP1B	P1_I6_M1	0.99
PTN	P1_I6_M7	0.92
MPP6	P1_I6_M2	0.82
ATP6V0A4	P1_I6_M12	0.87
ZC3HAV1	P1_I6_M13	0.83
NPVF	P1_I6_M1	0.99
TFEC	P1_I6_M5	0.83
RNF32	P1_I6_M2	0.98
HOXA1	P1_I6_M1	0.95
HOXA2	P1_I6_M1	0.95
HOXA3	P1_I6_M1	0.84
HOXA6	P1_I6_M1	0.91
BRAT1	P1_I6_M1	0.84
IQCE	P1_I6_M2	0.89
ANKRD7	P1_I6_M2	0.93
EVX1	P1_I6_M1	0.97
CHN2	P1_I6_M9	0.9
PLEKHA8	P1_I6_M1	0.93
STX1A	P1_I6_M3	0.99
CRHR2	P1_I6_M1	0.99
GHRHR	P1_I6_M1	0.99
NPTX2	P1_I6_M3	0.86
PTCD1	P1_I6_M1	0.98
CYP3A5	P1_I6_M9	0.87
PTPRZ1	P1_I6_M3	0.97
TAF6	P1_I6_M4	0.91
HYAL4	P1_I6_M1	0.98
TFR2	P1_I6_M6	0.99
FSCN3	P1_I6_M2	0.99
PAX4	P1_I6_M1	0.99
FBXO24	P1_I6_M2	0.99
PPP1R17	P1_I6_M1	0.98
AGFG2	P1_I6_M19	0.96
AP1S1	P1_I6_M3	0.91
MOGAT3	P1_I6_M9	0.92
C1GALT1	P1_I6_M7	0.84
CLDN15	P1_I6_M9	0.95
NOBOX	P1_I6_M1	0.99
MYL10	P1_I6_M1	0.99
CEP41	P1_I6_M2	0.97
ACTR3C	P1_I6_M7	0.95
POU6F2	P1_I6_M1	0.99
RARRES2	P1_I6_M17	0.82
GIMAP2	P1_I6_M5	0.93
TMEM248	P1_I6_M4	0.89
MYL7	P1_I6_M16	0.95
GCK	P1_I6_M1	0.99
TBL2	P1_I6_M2	0.98
GALNTL5	P1_I6_M1	0.96
CLIP2	P1_I6_M3	0.93
SPATA6L	P1_I6_M1	0.98
LHX2	P1_I6_M3	0.95
FKTN	P1_I6_M1	0.83
FSD1L	P1_I6_M1	0.83
CNTNAP3	P1_I6_M1	0.94
C5	P1_I6_M6	1.0
TLE4	P1_I6_M2	0.92
LHX6	P1_I6_M1	0.96
AMBP	P1_I6_M6	0.99
AKNA	P1_I6_M5	0.9
TNFSF8	P1_I6_M5	0.9
DNM1	P1_I6_M3	0.98
RLN2	P1_I6_M1	0.95
DOCK8	P1_I6_M5	0.96
ELAVL2	P1_I6_M2	0.92
KCNT1	P1_I6_M1	0.92
FUBP3	P1_I6_M4	0.89
TYRP1	P1_I6_M10	0.95
LHX3	P1_I6_M1	0.99
APBA1	P1_I6_M1	0.85
SH3GL2	P1_I6_M3	0.98
ABCA2	P1_I6_M3	0.98
CCNJ	P1_I6_M1	0.93
RASSF4	P1_I6_M3	0.8
PKD2L1	P1_I6_M1	0.95
CUBN	P1_I6_M12	0.95
TRDMT1	P1_I6_M1	0.94
DDX50	P1_I6_M4	0.94
SEC23IP	P1_I6_M4	0.85
ATE1	P1_I6_M4	0.83
TWNK	P1_I6_M1	0.93
FBXW4	P1_I6_M7	0.87
TNKS2	P1_I6_M4	0.82
PITX3	P1_I6_M1	0.97
GBF1	P1_I6_M4	0.85
ARHGAP21	P1_I6_M3	0.82
ANKRD26	P1_I6_M1	0.94
LHPP	P1_I6_M3	0.81
GTPBP4	P1_I6_M2	0.83
PITRM1	P1_I6_M4	0.85
MAP3K8	P1_I6_M13	0.92
EBF3	P1_I6_M1	0.88
SORCS1	P1_I6_M1	0.84
SHOC2	P1_I6_M4	0.88
CCNY	P1_I6_M2	0.85
CRYBA1	P1_I6_M1	0.99
RPL19	P1_I6_M14	0.97
FBXL20	P1_I6_M1	0.84
RUNDC3A	P1_I6_M3	0.99
CASC3	P1_I6_M4	0.89
RAPGEFL1	P1_I6_M10	0.91
RGS9	P1_I6_M1	0.96
WNT3	P1_I6_M1	0.95
TRIM37	P1_I6_M2	0.89
DHX40	P1_I6_M4	0.87
KRT37	P1_I6_M1	0.99
TUBD1	P1_I6_M1	0.85
INTS2	P1_I6_M1	0.91
ENO3	P1_I6_M8	0.97
RNF167	P1_I6_M4	0.85
NUP88	P1_I6_M2	0.92
BLMH	P1_I6_M10	0.91
GOSR1	P1_I6_M4	0.93
FTSJ3	P1_I6_M4	0.89
AKAP10	P1_I6_M4	0.91
ALDH3A1	P1_I6_M15	0.89
CYTH1	P1_I6_M5	0.84
PSMD11	P1_I6_M4	0.83
ASIC2	P1_I6_M1	0.95
CCL1	P1_I6_M1	0.99
KRT32	P1_I6_M1	0.96
KAT2A	P1_I6_M1	0.88
CNTNAP1	P1_I6_M3	0.84
ABI3	P1_I6_M5	0.88
DLX4	P1_I6_M1	0.98
SGCA	P1_I6_M8	0.94
PTGES3L-AARSD1	P1_I6_M1	0.96
ALOX12	P1_I6_M15	0.87
CACNG1	P1_I6_M8	0.97
EFNB3	P1_I6_M3	0.91
FAM20A	P1_I6_M1	0.88
MMD	P1_I6_M3	0.86
RCVRN	P1_I6_M1	0.99
MYH1	P1_I6_M8	0.96
TMEM104	P1_I6_M1	0.9
VTN	P1_I6_M6	0.99
FOXN1	P1_I6_M10	0.89
ALDOC	P1_I6_M3	0.95
SUPT6H	P1_I6_M4	0.86
PHOX2B	P1_I6_M1	0.94
GABRA4	P1_I6_M1	0.91
GNRHR	P1_I6_M1	0.99
UGT2B10	P1_I6_M6	1.0
SULT1E1	P1_I6_M9	0.82
ODAM	P1_I6_M19	0.98
CHIC2	P1_I6_M2	0.86
NMU	P1_I6_M10	0.87
PF4V1	P1_I6_M1	0.98
MAPK10	P1_I6_M3	0.86
NDUFC1	P1_I6_M8	0.92
UCP1	P1_I6_M1	0.99
KLHL2	P1_I6_M3	0.92
IL2	P1_I6_M1	0.99
CPE	P1_I6_M3	0.87
RPL34	P1_I6_M14	0.93
FRG1	P1_I6_M1	0.87
DHX15	P1_I6_M4	0.84
NEIL3	P1_I6_M1	0.97
CLNK	P1_I6_M1	0.97
NKX3-2	P1_I6_M1	0.99
BST1	P1_I6_M13	0.85
LRP2BP	P1_I6_M1	0.84
DDX25	P1_I6_M2	0.96
CRYAB	P1_I6_M16	0.9
DBX1	P1_I6_M1	0.99
CCDC34	P1_I6_M2	0.97
ELP4	P1_I6_M1	0.82
ZPR1	P1_I6_M2	0.81
TECTA	P1_I6_M1	1.0
CRTAM	P1_I6_M1	0.94
C11orf63	P1_I6_M2	0.98
B3GAT1	P1_I6_M3	0.99
P2RX3	P1_I6_M1	0.98
DNAJC4	P1_I6_M2	0.84
LPXN	P1_I6_M5	0.86
KMT5B	P1_I6_M4	0.91
PPP6R3	P1_I6_M4	0.91
NRXN2	P1_I6_M3	0.99
CCND1	P1_I6_M7	0.86
CCDC86	P1_I6_M7	0.96
HPX	P1_I6_M6	0.99
FOLR3	P1_I6_M13	0.95
APOA5	P1_I6_M6	1.0
APOA4	P1_I6_M9	0.93
APOC3	P1_I6_M6	0.98
CEP164	P1_I6_M2	0.89
CEP126	P1_I6_M1	0.85
IL10RA	P1_I6_M5	0.93
BIRC2	P1_I6_M4	0.83
UBE4A	P1_I6_M4	0.91
DDX6	P1_I6_M4	0.86
NECTIN1	P1_I6_M10	0.87
KIAA1549L	P1_I6_M7	0.95
SLC1A2	P1_I6_M3	0.97
CD5	P1_I6_M5	0.94
MADD	P1_I6_M3	0.88
SLC22A18	P1_I6_M9	0.92
ELMOD1	P1_I6_M3	0.88
CALCA	P1_I6_M7	0.96
RPS13	P1_I6_M14	0.99
NUP98	P1_I6_M2	0.87
CHKA	P1_I6_M2	0.91
GTF2H1	P1_I6_M4	0.85
PTPN5	P1_I6_M3	0.97
P3H3	P1_I6_M1	0.91
CD69	P1_I6_M5	0.83
PRDM4	P1_I6_M7	0.97
SELPLG	P1_I6_M5	0.88
ASIC1	P1_I6_M3	0.96
DAO	P1_I6_M12	0.85
CAMKK2	P1_I6_M3	0.86
BIN2	P1_I6_M5	0.86
IL23A	P1_I6_M1	0.93
SYT10	P1_I6_M1	0.99
BCL7A	P1_I6_M1	0.87
CYP27B1	P1_I6_M1	0.98
MYF6	P1_I6_M8	0.97
MYF5	P1_I6_M1	0.99
PPM1H	P1_I6_M7	0.86
MAGOHB	P1_I6_M1	0.8
TRPV4	P1_I6_M1	0.84
PRR4	P1_I6_M19	1.0
PRMT8	P1_I6_M1	0.86
FGF6	P1_I6_M1	0.97
MYL2	P1_I6_M16	0.96
RAD51AP1	P1_I6_M1	0.86
AKAP3	P1_I6_M2	0.97
KCNA1	P1_I6_M1	0.93
ALDH2	P1_I6_M6	0.83
GPRC5D	P1_I6_M1	0.98
NAA25	P1_I6_M1	0.93
GSG1	P1_I6_M2	0.94
OAS2	P1_I6_M5	0.83
RASAL1	P1_I6_M7	0.95
ARHGDIB	P1_I6_M5	0.84
GTF2H3	P1_I6_M4	0.84
ENDOU	P1_I6_M15	0.94
FZD10	P1_I6_M1	0.9
TBC1D30	P1_I6_M1	0.85
CAND1	P1_I6_M4	0.93
IL26	P1_I6_M1	0.99
IFNG	P1_I6_M1	0.93
CNOT2	P1_I6_M4	0.86
GAPDH	P1_I6_M8	0.88
CHD4	P1_I6_M4	0.9
ACRBP	P1_I6_M2	0.95
ING4	P1_I6_M4	0.87
GNB3	P1_I6_M1	0.98
SPSB2	P1_I6_M1	0.88
ENO2	P1_I6_M3	0.96
C12orf57	P1_I6_M14	0.83
PTPN6	P1_I6_M5	0.95
LPCAT3	P1_I6_M9	0.83
SLCO1B3	P1_I6_M6	0.98
APOBEC1	P1_I6_M9	0.9
NANOG	P1_I6_M1	1.0
SUDS3	P1_I6_M4	0.91
GYS2	P1_I6_M6	0.98
ST8SIA1	P1_I6_M1	0.94
AICDA	P1_I6_M1	0.81
PHC1	P1_I6_M4	0.85
AL021546.6	P1_I6_M1	0.99
RFX4	P1_I6_M2	0.96
KLRB1	P1_I6_M5	0.87
FRK	P1_I6_M1	0.91
MAK	P1_I6_M1	0.83
SMIM8	P1_I6_M1	0.91
CEP85L	P1_I6_M2	0.95
ADTRP	P1_I6_M9	0.82
GABRR2	P1_I6_M1	0.99
FAM65B	P1_I6_M5	0.93
ULBP1	P1_I6_M1	0.96
MTRF1L	P1_I6_M1	0.9
OPRM1	P1_I6_M1	1.0
FANCE	P1_I6_M1	0.82
TULP1	P1_I6_M1	0.99
SLC26A8	P1_I6_M2	0.99
RHAG	P1_I6_M13	0.97
IL17A	P1_I6_M1	0.99
IL17F	P1_I6_M1	0.99
RNF8	P1_I6_M1	0.85
MDGA1	P1_I6_M1	0.89
MDN1	P1_I6_M1	0.86
GLP1R	P1_I6_M1	0.99
SAYSD1	P1_I6_M2	0.99
CAP2	P1_I6_M8	0.85
TREML2	P1_I6_M1	0.83
FHL5	P1_I6_M2	0.89
GPR63	P1_I6_M1	0.99
KHDRBS2	P1_I6_M1	0.93
PRDM13	P1_I6_M1	0.99
SIM1	P1_I6_M1	0.92
HDGFL1	P1_I6_M2	0.98
MED23	P1_I6_M4	0.88
VNN2	P1_I6_M5	0.89
RPS12	P1_I6_M14	0.96
B3GAT2	P1_I6_M1	0.87
NR2E1	P1_I6_M1	0.95
SLC17A2	P1_I6_M6	0.86
ZBTB24	P1_I6_M1	0.89
PERP	P1_I6_M10	0.93
OR12D3	P1_I6_M1	0.99
UNC93A	P1_I6_M1	0.81
SLC22A2	P1_I6_M12	0.99
QKI	P1_I6_M3	0.9
PDE10A	P1_I6_M1	0.86
BYSL	P1_I6_M1	0.88
TBP	P1_I6_M2	0.97
GUCA1B	P1_I6_M1	0.99
PRPH2	P1_I6_M1	0.94
CUL9	P1_I6_M1	0.92
SENP6	P1_I6_M4	0.96
IMPG1	P1_I6_M1	0.99
PRPF4B	P1_I6_M4	0.88
TTK	P1_I6_M2	0.94
WISP3	P1_I6_M1	0.99
ENPP5	P1_I6_M11	0.92
LY86	P1_I6_M5	0.94
MEP1A	P1_I6_M9	0.94
TBX18	P1_I6_M1	0.97
PCDHB2	P1_I6_M1	0.97
CEP72	P1_I6_M1	0.97
GHR	P1_I6_M6	0.97
NME5	P1_I6_M2	0.83
BRD8	P1_I6_M2	0.88
SLC4A9	P1_I6_M1	0.92
CDH9	P1_I6_M1	0.94
APBB3	P1_I6_M1	0.95
TMCO6	P1_I6_M1	0.9
COL4A3BP	P1_I6_M4	0.83
FAF2	P1_I6_M4	0.97
HAND1	P1_I6_M1	0.83
PCDHB3	P1_I6_M1	0.99
PCDHB5	P1_I6_M1	0.93
PCDHB6	P1_I6_M1	0.98
PCDHB7	P1_I6_M1	0.97
PCDHB15	P1_I6_M1	0.9
HAVCR1	P1_I6_M1	0.94
GRM6	P1_I6_M1	0.99
ITK	P1_I6_M5	0.9
THG1L	P1_I6_M1	0.91
IL12B	P1_I6_M1	0.99
BTNL8	P1_I6_M9	0.98
GABRG2	P1_I6_M3	0.97
POLR3G	P1_I6_M1	0.93
DROSHA	P1_I6_M4	0.89
LMNB1	P1_I6_M5	0.85
NPR3	P1_I6_M12	0.94
IRX4	P1_I6_M1	0.96
RAD1	P1_I6_M1	0.92
AGXT2	P1_I6_M12	0.98
IL4	P1_I6_M1	0.99
RAD50	P1_I6_M1	0.81
IL5	P1_I6_M1	0.97
NUP155	P1_I6_M2	0.98
FGF1	P1_I6_M3	0.88
PPWD1	P1_I6_M4	0.85
TRIM23	P1_I6_M3	0.87
C9	P1_I6_M6	0.99
HMGXB3	P1_I6_M7	0.98
CNTN3	P1_I6_M1	0.86
ACTR8	P1_I6_M2	0.81
KNG1	P1_I6_M6	0.97
HRG	P1_I6_M6	0.99
HGD	P1_I6_M6	0.86
CLDN16	P1_I6_M12	0.92
CD86	P1_I6_M5	0.87
