Gene	Module	kME
C5orf22	P1_I1_M1	0.87
CCNT2	P1_I1_M6	0.87
COL19A1	P1_I1_M1	0.98
KCNK2	P1_I1_M23	0.95
SERTAD4	P1_I1_M1	0.97
GEMIN5	P1_I1_M1	0.87
OPRK1	P1_I1_M1	0.99
SEMA5B	P1_I1_M1	0.94
ERC1	P1_I1_M1	0.85
XPO1	P1_I1_M4	0.91
TRPM3	P1_I1_M1	0.86
PALB2	P1_I1_M1	0.9
DOPEY1	P1_I1_M6	0.95
ULK2	P1_I1_M2	0.91
TNPO1	P1_I1_M4	0.83
PLOD1	P1_I1_M18	0.81
P2RX5	P1_I1_M7	0.92
ITGAE	P1_I1_M1	0.93
DIS3	P1_I1_M6	0.85
PIBF1	P1_I1_M6	0.91
TDRD3	P1_I1_M6	0.9
NUFIP1	P1_I1_M1	0.95
PDS5B	P1_I1_M6	0.85
EPYC	P1_I1_M1	0.96
SLC27A5	P1_I1_M9	0.99
ZNF324	P1_I1_M1	0.95
ZNF671	P1_I1_M1	0.84
ZNF416	P1_I1_M1	0.97
ZNF446	P1_I1_M1	0.91
ZNF264	P1_I1_M1	0.82
RPS5	P1_I1_M21	0.95
SMAP2	P1_I1_M7	0.87
PPIE	P1_I1_M4	0.91
NOA1	P1_I1_M1	0.82
REST	P1_I1_M6	0.86
SSH1	P1_I1_M1	0.93
WBP11	P1_I1_M4	0.82
NKAIN1	P1_I1_M30	0.94
TXLNA	P1_I1_M4	0.87
APOB	P1_I1_M9	0.86
AGBL5	P1_I1_M2	0.96
KIF3C	P1_I1_M5	0.99
GCKR	P1_I1_M9	0.88
MAPRE3	P1_I1_M5	0.87
BCORL1	P1_I1_M1	0.82
FCN1	P1_I1_M14	0.87
SCAMP1	P1_I1_M13	0.92
HACE1	P1_I1_M15	0.85
OVGP1	P1_I1_M17	0.85
MAP3K4	P1_I1_M1	0.82
ABCB1	P1_I1_M23	0.81
ZNF213	P1_I1_M1	0.86
AKR1B1	P1_I1_M23	0.96
RRN3	P1_I1_M6	0.94
WNT11	P1_I1_M30	0.94
DDHD2	P1_I1_M13	0.91
ATG16L1	P1_I1_M1	0.94
USP40	P1_I1_M6	0.85
POMGNT1	P1_I1_M8	0.88
RAD54L	P1_I1_M3	0.94
NFX1	P1_I1_M4	0.86
AQP6	P1_I1_M1	0.82
IPO11	P1_I1_M6	0.86
NME8	P1_I1_M3	0.96
SEPHS1	P1_I1_M4	0.83
ITPKC	P1_I1_M20	0.83
FAT2	P1_I1_M10	0.98
PPEF1	P1_I1_M3	0.98
LAT2	P1_I1_M7	0.95
ZW10	P1_I1_M3	0.86
ALG9	P1_I1_M6	0.95
MYBPC2	P1_I1_M11	0.82
NOX4	P1_I1_M19	0.98
ACHE	P1_I1_M11	0.9
SRRT	P1_I1_M2	0.84
PIGS	P1_I1_M1	0.87
TMPRSS11E	P1_I1_M20	0.97
MT3	P1_I1_M5	0.95
LPCAT2	P1_I1_M22	0.9
GNAO1	P1_I1_M5	0.98
L2HGDH	P1_I1_M1	0.82
TXNDC16	P1_I1_M27	0.84
NID2	P1_I1_M15	0.81
SF3B2	P1_I1_M4	0.91
DNM1L	P1_I1_M13	0.89
PHACTR3	P1_I1_M5	0.98
TFAP2C	P1_I1_M10	0.85
AURKA	P1_I1_M2	0.83
RFX2	P1_I1_M2	0.95
METTL2A	P1_I1_M1	0.97
ALG6	P1_I1_M1	0.86
GP6	P1_I1_M1	0.99
DDX18	P1_I1_M4	0.86
GNA11	P1_I1_M12	0.82
DNMT3B	P1_I1_M1	0.97
REM1	P1_I1_M1	0.86
PDRG1	P1_I1_M8	0.87
SLC15A1	P1_I1_M12	0.92
DOCK3	P1_I1_M5	0.84
COQ9	P1_I1_M24	0.84
TMEM40	P1_I1_M20	0.9
KIF9	P1_I1_M2	0.88
ARHGAP28	P1_I1_M2	0.94
DEFB127	P1_I1_M16	0.98
SMOX	P1_I1_M5	0.83
ZNF343	P1_I1_M1	0.83
LZTS3	P1_I1_M5	0.88
F11	P1_I1_M9	0.97
XRN2	P1_I1_M4	0.89
RPL6	P1_I1_M21	0.96
SIRPG	P1_I1_M7	0.86
ESF1	P1_I1_M6	0.94
ANAPC5	P1_I1_M4	0.83
SLC23A2	P1_I1_M23	0.82
DZANK1	P1_I1_M1	0.98
CFAP61	P1_I1_M3	0.88
LHX5	P1_I1_M1	0.99
TASP1	P1_I1_M1	0.86
GCN1	P1_I1_M6	0.85
RPLP0	P1_I1_M21	0.88
SIRT4	P1_I1_M1	0.97
RPH3A	P1_I1_M5	0.98
TRMT6	P1_I1_M3	0.86
CHGB	P1_I1_M23	0.98
BRAP	P1_I1_M2	0.99
NOS1	P1_I1_M1	0.9
IGBP1	P1_I1_M21	0.83
FXYD5	P1_I1_M7	0.82
FXYD3	P1_I1_M26	0.89
CDIP1	P1_I1_M5	0.9
CMTM1	P1_I1_M3	0.99
KCNH4	P1_I1_M1	0.99
GANAB	P1_I1_M4	0.84
GMIP	P1_I1_M7	0.9
RBM41	P1_I1_M1	0.84
MLF2	P1_I1_M13	0.88
OTUB2	P1_I1_M1	0.96
ZBTB25	P1_I1_M1	0.83
NECAP1	P1_I1_M5	0.93
ARHGAP4	P1_I1_M7	0.91
ANKRD24	P1_I1_M1	0.93
SPTLC1	P1_I1_M4	0.86
PAPOLA	P1_I1_M4	0.89
PCBP4	P1_I1_M5	0.85
ICAM1	P1_I1_M28	0.9
STRN4	P1_I1_M2	0.88
IRAK3	P1_I1_M14	0.94
SI	P1_I1_M12	0.94
TFAP4	P1_I1_M1	0.88
PDCD7	P1_I1_M6	0.91
FETUB	P1_I1_M9	0.99
THPO	P1_I1_M1	0.95
FLT3LG	P1_I1_M7	0.87
RAB11FIP3	P1_I1_M19	0.85
ZNF268	P1_I1_M6	0.93
USP48	P1_I1_M4	0.84
PDPR	P1_I1_M6	0.89
GLG1	P1_I1_M4	0.88
KIF4A	P1_I1_M1	0.92
TNRC6A	P1_I1_M8	0.9
DLL3	P1_I1_M5	0.97
PITPNM2	P1_I1_M1	0.8
EXOC1	P1_I1_M4	0.84
POU4F3	P1_I1_M1	0.99
NLRC4	P1_I1_M1	0.87
PUS7	P1_I1_M1	0.84
LAMB4	P1_I1_M10	0.95
NRCAM	P1_I1_M5	0.94
LAMB1	P1_I1_M15	0.81
SLC26A4	P1_I1_M22	0.95
SLC26A3	P1_I1_M26	0.93
DLD	P1_I1_M24	0.88
WDR7	P1_I1_M5	0.88
TXNL1	P1_I1_M22	0.95
RAPGEF4	P1_I1_M5	0.92
SMPX	P1_I1_M25	0.93
TF	P1_I1_M9	0.98
MYO15A	P1_I1_M1	0.96
APOH	P1_I1_M9	0.98
ORC6	P1_I1_M3	0.9
ZFHX4	P1_I1_M1	0.92
SLC17A6	P1_I1_M1	0.98
CPA1	P1_I1_M31	1.0
ZC3HC1	P1_I1_M3	0.86
RGS17	P1_I1_M1	0.97
PPP2R3C	P1_I1_M2	0.95
JPH4	P1_I1_M5	0.89
MYH7	P1_I1_M11	0.94
CEBPE	P1_I1_M14	0.86
SLC7A8	P1_I1_M8	0.9
OSGEP	P1_I1_M1	0.84
SLC22A17	P1_I1_M5	0.95
SCFD1	P1_I1_M4	0.86
G2E3	P1_I1_M2	0.99
RPGRIP1	P1_I1_M2	0.99
SUPT16H	P1_I1_M4	0.92
TOX4	P1_I1_M6	0.86
GEMIN2	P1_I1_M1	0.85
TGM1	P1_I1_M20	0.98
TINF2	P1_I1_M8	0.9
DAZL	P1_I1_M2	0.98
TBL1Y	P1_I1_M1	0.99
TRPM7	P1_I1_M8	0.93
COL9A3	P1_I1_M1	0.82
AGO1	P1_I1_M1	0.84
CLSPN	P1_I1_M3	0.9
MFSD11	P1_I1_M6	0.8
DPYSL2	P1_I1_M5	0.9
GPATCH2	P1_I1_M1	0.87
CDC45	P1_I1_M3	0.89
VNN3	P1_I1_M14	0.88
OR1I1	P1_I1_M1	0.99
KRT31	P1_I1_M1	0.9
CDC23	P1_I1_M4	0.86
AAAS	P1_I1_M4	0.82
NXPE1	P1_I1_M26	0.93
ARCN1	P1_I1_M4	0.8
PSMD5	P1_I1_M6	0.82
PTGS1	P1_I1_M10	0.8
NUP188	P1_I1_M2	0.96
WHRN	P1_I1_M23	0.83
PDE6C	P1_I1_M1	0.99
SEMA4G	P1_I1_M26	0.84
TLL2	P1_I1_M1	0.99
CYP26A1	P1_I1_M1	0.94
TDRD1	P1_I1_M3	0.98
IL11	P1_I1_M1	0.96
MYO3A	P1_I1_M1	0.98
WAC	P1_I1_M4	0.92
SMIM24	P1_I1_M16	0.8
BRPF3	P1_I1_M6	0.85
PGC	P1_I1_M29	0.98
EFHC1	P1_I1_M17	0.96
NCR2	P1_I1_M1	0.99
CDC5L	P1_I1_M6	0.91
ZNF184	P1_I1_M1	0.88
DSP	P1_I1_M10	0.93
HNRNPH3	P1_I1_M4	0.87
IFT74	P1_I1_M2	0.89
IL12RB1	P1_I1_M7	0.92
CDC7	P1_I1_M3	0.9
SYDE2	P1_I1_M1	0.97
ERMP1	P1_I1_M8	0.93
RAB18	P1_I1_M13	0.82
H2AFY2	P1_I1_M6	0.8
MAST3	P1_I1_M5	0.9
MZF1	P1_I1_M1	0.8
MYO9B	P1_I1_M7	0.87
CATSPERG	P1_I1_M2	0.95
FBXL19	P1_I1_M3	0.83
STX1B	P1_I1_M5	0.99
SETD1A	P1_I1_M3	0.91
MAGEB2	P1_I1_M2	0.96
EFNA2	P1_I1_M1	0.89
ATP5D	P1_I1_M11	0.9
CBARP	P1_I1_M1	0.98
PCDH11Y	P1_I1_M1	0.99
AMELY	P1_I1_M1	0.99
MISP	P1_I1_M12	0.96
POLRMT	P1_I1_M2	0.91
HCN2	P1_I1_M5	0.92
CDHR5	P1_I1_M12	0.9
IZUMO4	P1_I1_M2	0.96
PALM	P1_I1_M5	0.88
MADCAM1	P1_I1_M1	0.82
ARVCF	P1_I1_M1	0.95
KLHL22	P1_I1_M6	0.84
SERPIND1	P1_I1_M9	0.99
SNAP29	P1_I1_M2	0.92
LZTR1	P1_I1_M6	0.82
CECR2	P1_I1_M1	0.94
SMARCB1	P1_I1_M4	0.82
P2RX6	P1_I1_M1	0.99
SLC7A4	P1_I1_M3	0.96
BCL2L13	P1_I1_M8	0.88
DDTL	P1_I1_M1	0.98
DDT	P1_I1_M9	0.85
OSM	P1_I1_M14	0.98
SUSD2	P1_I1_M28	0.94
SF3A1	P1_I1_M4	0.84
RNF215	P1_I1_M6	0.91
SEC14L3	P1_I1_M1	0.98
PPIL2	P1_I1_M6	0.84
UPB1	P1_I1_M9	0.97
YPEL1	P1_I1_M3	0.92
PES1	P1_I1_M4	0.9
MAPK1	P1_I1_M13	0.89
SLC35E4	P1_I1_M3	0.96
CRYBB3	P1_I1_M1	0.99
CYTH4	P1_I1_M7	0.93
DGCR14	P1_I1_M1	1.0
MFNG	P1_I1_M7	0.94
CARD10	P1_I1_M12	0.88
LRP5L	P1_I1_M1	0.93
PLA2G3	P1_I1_M1	0.93
GGA1	P1_I1_M2	0.93
HIRA	P1_I1_M22	0.93
SEZ6L	P1_I1_M5	0.99
LGALS1	P1_I1_M18	0.89
HPS4	P1_I1_M6	0.92
PIK3IP1	P1_I1_M7	0.8
SRRD	P1_I1_M1	0.85
GGTLC2	P1_I1_M1	0.98
CRYBB1	P1_I1_M1	0.94
ANKRD54	P1_I1_M17	0.85
POLR2F	P1_I1_M13	0.85
CCDC134	P1_I1_M1	0.84
DEPDC5	P1_I1_M1	0.88
PICK1	P1_I1_M8	0.85
SLC16A8	P1_I1_M1	0.98
3-Sep	P1_I1_M5	0.97
SLC5A1	P1_I1_M12	0.91
SLC5A4	P1_I1_M12	0.8
CYP2D6	P1_I1_M1	0.86
DMC1	P1_I1_M3	0.99
TCF20	P1_I1_M1	1.0
HSCB	P1_I1_M1	0.82
RSPH14	P1_I1_M3	0.9
RAB36	P1_I1_M17	0.89
TIMP3	P1_I1_M15	0.8
C22orf31	P1_I1_M1	0.93
MIOX	P1_I1_M19	0.97
RHBDD3	P1_I1_M1	0.95
TTLL1	P1_I1_M6	0.86
NEFH	P1_I1_M27	0.96
CHKB	P1_I1_M1	0.86
MCAT	P1_I1_M6	0.84
APOBEC3H	P1_I1_M1	0.97
PDGFB	P1_I1_M15	0.88
ACR	P1_I1_M2	0.97
CABP7	P1_I1_M1	0.99
RPL3	P1_I1_M21	0.95
RBFOX2	P1_I1_M18	0.83
SYNGR1	P1_I1_M5	0.8
TAB1	P1_I1_M6	0.83
PNPLA5	P1_I1_M1	0.99
CACNA1I	P1_I1_M1	0.99
SAMM50	P1_I1_M8	0.87
EIF3D	P1_I1_M21	0.86
TNRC6B	P1_I1_M3	0.96
IFT27	P1_I1_M17	0.83
PVALB	P1_I1_M8	0.9
NCF4	P1_I1_M14	0.87
CSF2RB	P1_I1_M7	0.82
IL2RB	P1_I1_M7	0.83
L3MBTL2	P1_I1_M6	0.9
RANGAP1	P1_I1_M2	0.82
ACO2	P1_I1_M24	0.85
POLR3H	P1_I1_M6	0.8
TRMU	P1_I1_M1	0.87
BRD1	P1_I1_M2	0.94
ZBED4	P1_I1_M1	0.95
MLC1	P1_I1_M5	0.97
HDAC10	P1_I1_M1	0.91
KCNK10	P1_I1_M1	0.96
CTSG	P1_I1_M14	0.89
GZMB	P1_I1_M7	0.92
RBM23	P1_I1_M4	0.9
PRMT5	P1_I1_M4	0.88
AP4S1	P1_I1_M3	0.85
POLE2	P1_I1_M1	0.91
VCPKMT	P1_I1_M1	0.98
SOS2	P1_I1_M8	0.88
NIN	P1_I1_M7	0.9
TRIM9	P1_I1_M5	0.99
PSMC6	P1_I1_M4	0.82
DDHD1	P1_I1_M3	0.96
CDKN3	P1_I1_M2	0.95
CGRRF1	P1_I1_M6	0.83
PIGH	P1_I1_M8	0.89
LRRC74A	P1_I1_M1	0.98
GSTZ1	P1_I1_M9	0.87
KIAA0586	P1_I1_M3	0.94
SAMD15	P1_I1_M3	0.96
ISM2	P1_I1_M15	0.98
ALKBH1	P1_I1_M1	0.98
CHGA	P1_I1_M8	0.88
ASB2	P1_I1_M11	0.94
CEP128	P1_I1_M1	0.96
SLC10A1	P1_I1_M9	0.99
SERPINA4	P1_I1_M9	0.94
SLC8A3	P1_I1_M1	0.88
DICER1	P1_I1_M4	0.86
MTHFD1	P1_I1_M9	0.93
ZC3H14	P1_I1_M2	0.94
TELO2	P1_I1_M1	0.82
PCNX1	P1_I1_M6	0.83
RPS6KA5	P1_I1_M1	0.86
YY1	P1_I1_M4	0.89
ACIN1	P1_I1_M4	0.91
TRIP11	P1_I1_M8	0.84
CPNE6	P1_I1_M5	0.93
NFATC4	P1_I1_M18	0.85
PLTP	P1_I1_M15	0.82
MMP9	P1_I1_M14	0.88
VSX1	P1_I1_M1	0.99
TRPC4AP	P1_I1_M4	0.86
GINS1	P1_I1_M3	0.93
CD40	P1_I1_M7	0.81
R3HDML	P1_I1_M1	0.99
HNF4A	P1_I1_M12	0.89
SLA2	P1_I1_M1	0.85
STK4	P1_I1_M7	0.96
SALL4	P1_I1_M1	0.97
ADNP	P1_I1_M4	0.94
PFDN4	P1_I1_M1	0.91
CSTF1	P1_I1_M6	0.9
RAE1	P1_I1_M2	0.96
TPD52L2	P1_I1_M18	0.81
DNAJC5	P1_I1_M5	0.89
TUBB1	P1_I1_M1	0.97
HRH3	P1_I1_M1	0.95
SLCO4A1	P1_I1_M1	0.89
NTSR1	P1_I1_M1	0.99
MRGBP	P1_I1_M2	0.98
TCFL5	P1_I1_M2	0.98
DIDO1	P1_I1_M4	0.84
SLC17A9	P1_I1_M1	0.88
BIRC7	P1_I1_M1	0.95
NKAIN4	P1_I1_M5	0.99
AVP	P1_I1_M1	0.99
COL20A1	P1_I1_M1	0.9
CHRNA4	P1_I1_M1	0.87
EEF1A2	P1_I1_M11	0.94
GMEB2	P1_I1_M1	0.89
SPEF1	P1_I1_M1	0.89
CDC25B	P1_I1_M7	0.81
ISM1	P1_I1_M22	0.9
NDUFAF5	P1_I1_M1	0.96
SEL1L2	P1_I1_M1	0.94
TRIB3	P1_I1_M22	0.87
CSNK2A1	P1_I1_M4	0.81
SLC52A3	P1_I1_M2	0.91
ANGPT4	P1_I1_M1	0.98
RSPO4	P1_I1_M1	0.97
CDS2	P1_I1_M13	0.87
PROKR2	P1_I1_M1	0.99
SNPH	P1_I1_M5	0.86
MYLK2	P1_I1_M11	0.98
HAO1	P1_I1_M9	0.99
PDYN	P1_I1_M5	0.98
HCK	P1_I1_M7	0.8
TM9SF4	P1_I1_M4	0.8
CRNKL1	P1_I1_M6	0.94
PAK5	P1_I1_M1	0.93
KIF3B	P1_I1_M8	0.85
MROH8	P1_I1_M2	0.93
NOP56	P1_I1_M4	0.81
MANBAL	P1_I1_M18	0.8
OXT	P1_I1_M1	0.99
TTI1	P1_I1_M6	0.97
BPI	P1_I1_M14	0.9
CST9L	P1_I1_M2	0.97
SLC32A1	P1_I1_M1	0.91
CST4	P1_I1_M32	1.0
ACTR5	P1_I1_M3	0.92
EPPIN	P1_I1_M16	0.95
DHX35	P1_I1_M1	0.85
MAP1LC3A	P1_I1_M5	0.88
TNNC2	P1_I1_M11	0.96
APMAP	P1_I1_M22	0.86
CELF4	P1_I1_M5	0.99
ADNP2	P1_I1_M3	0.85
SMCHD1	P1_I1_M7	0.82
MYOM1	P1_I1_M25	0.88
MYL12A	P1_I1_M25	0.9
CEP76	P1_I1_M1	0.93
ST8SIA5	P1_I1_M1	0.93
CEP192	P1_I1_M1	0.85
LIPG	P1_I1_M22	0.86
LAMA1	P1_I1_M1	0.95
RNF125	P1_I1_M1	0.85
MIB1	P1_I1_M6	0.94
H2BFM	P1_I1_M1	0.99
VSIG1	P1_I1_M29	0.9
PSMD10	P1_I1_M4	0.88
STS	P1_I1_M15	0.83
GPR143	P1_I1_M1	0.9
POLA1	P1_I1_M1	0.93
NKAP	P1_I1_M1	0.98
RHOXF1	P1_I1_M1	0.92
NXT2	P1_I1_M2	0.92
GUCY2F	P1_I1_M1	0.99
AMMECR1	P1_I1_M1	0.91
SUV39H1	P1_I1_M1	0.89
GLRA2	P1_I1_M1	0.97
XIAP	P1_I1_M8	0.86
F9	P1_I1_M9	0.99
CACNA1F	P1_I1_M1	0.99
SYP	P1_I1_M5	0.95
BMX	P1_I1_M16	0.99
LUZP4	P1_I1_M1	0.91
MTMR8	P1_I1_M1	0.99
ASB9	P1_I1_M2	0.88
ZC3H12B	P1_I1_M1	0.99
PPP1R2P9	P1_I1_M2	0.97
KCND1	P1_I1_M1	0.98
OPN1LW	P1_I1_M1	0.99
SLC25A14	P1_I1_M1	0.83
SCML2	P1_I1_M3	0.96
RS1	P1_I1_M1	0.99
RAB40AL	P1_I1_M1	0.99
GATA1	P1_I1_M14	0.91
MAGT1	P1_I1_M22	0.88
PHEX	P1_I1_M1	0.98
CD99L2	P1_I1_M5	0.84
GPR50	P1_I1_M1	0.99
USP11	P1_I1_M13	0.92
BRS3	P1_I1_M16	0.8
VGLL1	P1_I1_M15	0.98
GABRE	P1_I1_M1	0.95
PCDH11X	P1_I1_M1	0.95
FGD1	P1_I1_M1	0.91
PORCN	P1_I1_M30	0.86
ITIH6	P1_I1_M1	0.99
ZDHHC15	P1_I1_M1	0.98
CENPI	P1_I1_M1	0.95
DRP2	P1_I1_M1	0.94
TAF7L	P1_I1_M2	0.98
TNFSF13B	P1_I1_M7	0.88
MLNR	P1_I1_M1	0.99
CDADC1	P1_I1_M1	0.86
ACP5	P1_I1_M28	0.89
DNAJC3	P1_I1_M22	0.81
UGGT2	P1_I1_M6	0.85
FGF9	P1_I1_M1	0.91
SGCG	P1_I1_M25	0.93
SUPT20H	P1_I1_M2	0.96
FLT1	P1_I1_M15	0.97
DGKH	P1_I1_M1	0.94
KATNAL1	P1_I1_M3	0.82
INTS6	P1_I1_M2	0.97
ACOD1	P1_I1_M1	0.99
CLN5	P1_I1_M22	0.91
OLFM4	P1_I1_M12	0.91
MSLN	P1_I1_M17	0.85
ZNF629	P1_I1_M8	0.82
CORO1A	P1_I1_M7	0.87
MT4	P1_I1_M1	0.91
CENPT	P1_I1_M1	0.88
TSNAXIP1	P1_I1_M3	0.93
NFAT5	P1_I1_M8	0.8
CBLN1	P1_I1_M3	0.92
ARL2BP	P1_I1_M4	0.83
ZNF423	P1_I1_M1	0.8
CCL17	P1_I1_M1	0.87
CTCF	P1_I1_M4	0.81
ACD	P1_I1_M1	0.8
POLR2C	P1_I1_M4	0.82
PARD6A	P1_I1_M3	0.93
ZNF821	P1_I1_M3	0.94
CYB5B	P1_I1_M23	0.89
CCDC113	P1_I1_M17	0.94
PRSS54	P1_I1_M2	0.98
NDRG4	P1_I1_M5	0.87
SETD6	P1_I1_M1	0.82
SLC38A7	P1_I1_M3	0.87
TANGO6	P1_I1_M1	0.9
SMPD3	P1_I1_M12	0.96
WDR59	P1_I1_M8	0.82
NPRL3	P1_I1_M6	0.91
MLYCD	P1_I1_M1	0.99
NECAB2	P1_I1_M5	0.93
HSDL1	P1_I1_M6	0.82
NAGPA	P1_I1_M1	0.92
SEC14L5	P1_I1_M1	0.89
COTL1	P1_I1_M7	0.89
USP10	P1_I1_M4	0.83
ZNF500	P1_I1_M1	0.98
NOMO3	P1_I1_M1	0.99
MTHFSD	P1_I1_M6	0.91
HAGHL	P1_I1_M1	0.96
FAM173A	P1_I1_M1	0.88
METRN	P1_I1_M5	0.86
RHBDL1	P1_I1_M1	0.97
UBE2I	P1_I1_M4	0.8
ZP2	P1_I1_M1	0.99
MEFV	P1_I1_M1	0.94
EEF2K	P1_I1_M10	0.85
ZNF174	P1_I1_M6	0.93
PRSS33	P1_I1_M1	0.97
USP31	P1_I1_M3	0.84
HMOX2	P1_I1_M2	0.83
CORO7-PAM16	P1_I1_M1	0.99
XYLT1	P1_I1_M1	0.86
RPGRIP1L	P1_I1_M3	0.88
CCP110	P1_I1_M2	0.92
C16orf62	P1_I1_M4	0.9
SLC6A2	P1_I1_M30	0.82
RNF40	P1_I1_M4	0.83
KNOP1	P1_I1_M6	0.87
AQP9	P1_I1_M9	0.93
IQCH	P1_I1_M3	0.94
CORO2B	P1_I1_M5	0.9
CSK	P1_I1_M7	0.89
HERC1	P1_I1_M8	0.91
MTFMT	P1_I1_M1	0.99
AP3B2	P1_I1_M5	0.91
IGDCC4	P1_I1_M1	0.92
TTC23	P1_I1_M6	0.9
FAH	P1_I1_M9	0.85
RPAP1	P1_I1_M1	0.87
ZNF106	P1_I1_M25	0.82
CEP152	P1_I1_M3	0.95
ATP8B4	P1_I1_M14	0.81
OCA2	P1_I1_M1	0.96
DTWD1	P1_I1_M18	0.81
FAM189A1	P1_I1_M1	0.99
SCG3	P1_I1_M5	0.97
RHOV	P1_I1_M10	0.82
VPS18	P1_I1_M1	0.8
OIP5	P1_I1_M3	0.95
SLC30A4	P1_I1_M27	0.97
SGK3	P1_I1_M8	0.84
CSPP1	P1_I1_M3	0.86
BRF2	P1_I1_M1	0.83
TRIM35	P1_I1_M1	0.87
RP1	P1_I1_M1	0.88
FZD3	P1_I1_M1	0.85
RIPK2	P1_I1_M1	0.86
EYA1	P1_I1_M8	0.93
CPQ	P1_I1_M22	0.93
CALB1	P1_I1_M19	0.97
UBE2W	P1_I1_M6	0.87
POP1	P1_I1_M1	0.98
PLAT	P1_I1_M8	0.88
JPH1	P1_I1_M11	0.98
DKK4	P1_I1_M1	0.97
GDAP1	P1_I1_M5	0.98
RAB2A	P1_I1_M13	0.85
EIF3E	P1_I1_M21	0.93
IL7	P1_I1_M1	0.86
STMN2	P1_I1_M5	0.94
TRPS1	P1_I1_M34	0.9
SPAG1	P1_I1_M3	0.81
SNX16	P1_I1_M6	0.81
GML	P1_I1_M23	0.99
UBR5	P1_I1_M4	0.8
PYCRL	P1_I1_M1	0.99
EEF1D	P1_I1_M21	0.89
ANXA13	P1_I1_M12	0.82
ERI1	P1_I1_M3	0.92
DCTN6	P1_I1_M13	0.89
NEFM	P1_I1_M5	0.95
ARHGEF10	P1_I1_M1	0.86
ADAM2	P1_I1_M3	0.95
FGL1	P1_I1_M9	0.97
MAN2B1	P1_I1_M7	0.82
TULP2	P1_I1_M3	0.96
GYS1	P1_I1_M11	0.9
MAP4K1	P1_I1_M7	0.93
CGB2	P1_I1_M1	0.99
NFKBIB	P1_I1_M3	0.94
LHB	P1_I1_M1	0.97
CGB3	P1_I1_M1	0.9
TUBB4A	P1_I1_M5	0.93
SARS2	P1_I1_M1	0.96
RELB	P1_I1_M7	0.86
CLASRP	P1_I1_M1	0.89
CKM	P1_I1_M11	0.96
PPP1R13L	P1_I1_M10	0.95
PEX11G	P1_I1_M1	0.89
ERCC2	P1_I1_M1	0.85
DOT1L	P1_I1_M2	0.96
PLEKHJ1	P1_I1_M12	0.85
SLC17A7	P1_I1_M5	0.95
KLC3	P1_I1_M10	0.98
CD37	P1_I1_M7	0.92
AMH	P1_I1_M1	0.99
DKKL1	P1_I1_M2	0.97
RETN	P1_I1_M14	0.95
FCER2	P1_I1_M7	0.92
RSPH6A	P1_I1_M3	0.98
IL4I1	P1_I1_M3	0.86
TLE6	P1_I1_M1	0.94
NOVA2	P1_I1_M1	0.81
KIR3DX1	P1_I1_M1	0.99
LILRB1	P1_I1_M1	0.91
LILRA1	P1_I1_M1	0.99
CCDC61	P1_I1_M3	0.84
IL27RA	P1_I1_M7	0.88
TNNT1	P1_I1_M11	0.96
VRK3	P1_I1_M2	0.94
C19orf44	P1_I1_M3	0.92
MED26	P1_I1_M3	0.96
RASAL3	P1_I1_M7	0.96
AKAP8	P1_I1_M1	0.87
EPHX3	P1_I1_M10	0.92
ZNF419	P1_I1_M1	0.82
CASP14	P1_I1_M10	0.94
SLC1A6	P1_I1_M3	0.92
AURKC	P1_I1_M2	0.99
POP4	P1_I1_M1	0.87
URI1	P1_I1_M4	0.85
ANKRD27	P1_I1_M6	0.83
RPS16	P1_I1_M21	0.94
LGALS13	P1_I1_M1	0.88
FBL	P1_I1_M21	0.92
CLC	P1_I1_M14	0.91
CNTD2	P1_I1_M1	0.99
AKT2	P1_I1_M22	0.9
PLD3	P1_I1_M13	0.81
PIAS4	P1_I1_M3	0.97
EBI3	P1_I1_M15	0.98
SHD	P1_I1_M1	0.83
TBCB	P1_I1_M13	0.83
POLR2I	P1_I1_M1	0.86
OVOL3	P1_I1_M1	0.99
CLIP3	P1_I1_M5	0.92
ZFR2	P1_I1_M3	0.93
PRKD2	P1_I1_M7	0.8
TJP3	P1_I1_M12	0.85
APLP1	P1_I1_M5	0.96
CACTIN	P1_I1_M1	0.85
BBC3	P1_I1_M1	0.97
DENND3	P1_I1_M14	0.82
MYH14	P1_I1_M12	0.81
SIGLEC8	P1_I1_M1	0.94
LIM2	P1_I1_M1	0.99
RPS19	P1_I1_M21	0.9
NKG7	P1_I1_M14	0.88
ICAM5	P1_I1_M1	0.84
CEACAM5	P1_I1_M26	0.93
CRX	P1_I1_M1	0.99
SULT2A1	P1_I1_M9	0.92
ATP1A3	P1_I1_M5	0.93
PTPRS	P1_I1_M5	0.83
CNFN	P1_I1_M20	0.98
ZNRF4	P1_I1_M2	0.95
GRIN2D	P1_I1_M1	0.99
SYNGR4	P1_I1_M2	0.95
CLEC11A	P1_I1_M14	0.94
CCDC114	P1_I1_M1	0.97
CARD8	P1_I1_M7	0.89
SIGLEC6	P1_I1_M15	0.99
ZNF175	P1_I1_M6	0.91
SIGLEC5	P1_I1_M1	0.89
CABP5	P1_I1_M1	0.99
HAS1	P1_I1_M1	0.91
RAB3D	P1_I1_M10	0.89
CAPS	P1_I1_M17	0.86
PLPPR2	P1_I1_M5	0.91
RASIP1	P1_I1_M1	0.81
THEG	P1_I1_M3	0.97
FGF21	P1_I1_M1	0.96
